a,subtype,type
19022581,antidepressants,concurrent_meds
19023846,antidepressants,concurrent_meds
19023847,antidepressants,concurrent_meds
19023848,antidepressants,concurrent_meds
19024356,antidepressants,concurrent_meds
19024357,antidepressants,concurrent_meds
40127161,antidepressants,concurrent_meds
40126848,antidepressants,concurrent_meds
19025666,antidepressants,concurrent_meds
19025667,antidepressants,concurrent_meds
19025664,antidepressants,concurrent_meds
19025670,antidepressants,concurrent_meds
19025668,antidepressants,concurrent_meds
19025669,antidepressants,concurrent_meds
19025733,antidepressants,concurrent_meds
1593116,antidepressants,concurrent_meds
1593117,antidepressants,concurrent_meds
19025662,antidepressants,concurrent_meds
19026382,antidepressants,concurrent_meds
19026384,antidepressants,concurrent_meds
40131499,antidepressants,concurrent_meds
19029947,antidepressants,concurrent_meds
40000658,antidepressants,concurrent_meds
40000659,antidepressants,concurrent_meds
40000657,antidepressants,concurrent_meds
19029974,antidepressants,concurrent_meds
40000660,antidepressants,concurrent_meds
19029977,antidepressants,concurrent_meds
40001887,antidepressants,concurrent_meds
40134415,antidepressants,concurrent_meds
19032426,antidepressants,concurrent_meds
19032424,antidepressants,concurrent_meds
19032425,antidepressants,concurrent_meds
40135424,antidepressants,concurrent_meds
19033472,antidepressants,concurrent_meds
19034393,antidepressants,concurrent_meds
40136897,antidepressants,concurrent_meds
42629567,antidepressants,concurrent_meds
42629570,antidepressants,concurrent_meds
42629571,antidepressants,concurrent_meds
42629568,antidepressants,concurrent_meds
42629569,antidepressants,concurrent_meds
42629574,antidepressants,concurrent_meds
42629575,antidepressants,concurrent_meds
42629572,antidepressants,concurrent_meds
42629573,antidepressants,concurrent_meds
19037990,antidepressants,concurrent_meds
19037989,antidepressants,concurrent_meds
19038022,antidepressants,concurrent_meds
19038021,antidepressants,concurrent_meds
40008930,antidepressants,concurrent_meds
40008928,antidepressants,concurrent_meds
40008929,antidepressants,concurrent_meds
40008935,antidepressants,concurrent_meds
40008932,antidepressants,concurrent_meds
40008936,antidepressants,concurrent_meds
40008922,antidepressants,concurrent_meds
40008920,antidepressants,concurrent_meds
40008921,antidepressants,concurrent_meds
40008926,antidepressants,concurrent_meds
40008927,antidepressants,concurrent_meds
40009187,antidepressants,concurrent_meds
40140180,antidepressants,concurrent_meds
19039155,antidepressants,concurrent_meds
19039818,antidepressants,concurrent_meds
19039883,antidepressants,concurrent_meds
19039886,antidepressants,concurrent_meds
19039884,antidepressants,concurrent_meds
19039885,antidepressants,concurrent_meds
19039889,antidepressants,concurrent_meds
19041194,antidepressants,concurrent_meds
19041173,antidepressants,concurrent_meds
19041508,antidepressants,concurrent_meds
19041910,antidepressants,concurrent_meds
19041931,antidepressants,concurrent_meds
19041932,antidepressants,concurrent_meds
42899140,antidepressants,concurrent_meds
42899139,antidepressants,concurrent_meds
40146882,antidepressants,concurrent_meds
40146883,antidepressants,concurrent_meds
19043843,antidepressants,concurrent_meds
40146321,antidepressants,concurrent_meds
19045866,antidepressants,concurrent_meds
19045864,antidepressants,concurrent_meds
40149610,antidepressants,concurrent_meds
40149611,antidepressants,concurrent_meds
19047100,antidepressants,concurrent_meds
19047122,antidepressants,concurrent_meds
19047121,antidepressants,concurrent_meds
40152756,antidepressants,concurrent_meds
40153059,antidepressants,concurrent_meds
43560112,antidepressants,concurrent_meds
43560113,antidepressants,concurrent_meds
43560114,antidepressants,concurrent_meds
43560115,antidepressants,concurrent_meds
43560111,antidepressants,concurrent_meds
43559999,antidepressants,concurrent_meds
43560000,antidepressants,concurrent_meds
40023801,antidepressants,concurrent_meds
40155573,antidepressants,concurrent_meds
40155575,antidepressants,concurrent_meds
703546,antidepressants,concurrent_meds
703543,antidepressants,concurrent_meds
703577,antidepressants,concurrent_meds
703615,antidepressants,concurrent_meds
40025754,antidepressants,concurrent_meds
40025752,antidepressants,concurrent_meds
40025757,antidepressants,concurrent_meds
19054100,antidepressants,concurrent_meds
40157835,antidepressants,concurrent_meds
40026383,antidepressants,concurrent_meds
40026386,antidepressants,concurrent_meds
40026389,antidepressants,concurrent_meds
705760,antidepressants,concurrent_meds
705761,antidepressants,concurrent_meds
705801,antidepressants,concurrent_meds
705795,antidepressants,concurrent_meds
705792,antidepressants,concurrent_meds
705822,antidepressants,concurrent_meds
40029127,antidepressants,concurrent_meds
40029131,antidepressants,concurrent_meds
40029128,antidepressants,concurrent_meds
19058055,antidepressants,concurrent_meds
19058056,antidepressants,concurrent_meds
19058057,antidepressants,concurrent_meds
19058161,antidepressants,concurrent_meds
1363516,antidepressants,concurrent_meds
1363519,antidepressants,concurrent_meds
1363520,antidepressants,concurrent_meds
40163060,antidepressants,concurrent_meds
40163061,antidepressants,concurrent_meds
40031991,antidepressants,concurrent_meds
40163057,antidepressants,concurrent_meds
40163058,antidepressants,concurrent_meds
40163059,antidepressants,concurrent_meds
40031994,antidepressants,concurrent_meds
40163068,antidepressants,concurrent_meds
40031995,antidepressants,concurrent_meds
40031992,antidepressants,concurrent_meds
40031993,antidepressants,concurrent_meds
40031998,antidepressants,concurrent_meds
40031999,antidepressants,concurrent_meds
40163065,antidepressants,concurrent_meds
40031996,antidepressants,concurrent_meds
40031997,antidepressants,concurrent_meds
40163067,antidepressants,concurrent_meds
40163077,antidepressants,concurrent_meds
40163078,antidepressants,concurrent_meds
40163072,antidepressants,concurrent_meds
40163075,antidepressants,concurrent_meds
710130,antidepressants,concurrent_meds
710185,antidepressants,concurrent_meds
710183,antidepressants,concurrent_meds
710263,antidepressants,concurrent_meds
40162676,antidepressants,concurrent_meds
40162679,antidepressants,concurrent_meds
40162674,antidepressants,concurrent_meds
40162685,antidepressants,concurrent_meds
40162687,antidepressants,concurrent_meds
40162680,antidepressants,concurrent_meds
40162681,antidepressants,concurrent_meds
1759034,antidepressants,concurrent_meds
1759035,antidepressants,concurrent_meds
40162721,antidepressants,concurrent_meds
40162722,antidepressants,concurrent_meds
40162723,antidepressants,concurrent_meds
40162732,antidepressants,concurrent_meds
40162734,antidepressants,concurrent_meds
40162735,antidepressants,concurrent_meds
40162728,antidepressants,concurrent_meds
40162731,antidepressants,concurrent_meds
40162740,antidepressants,concurrent_meds
40162741,antidepressants,concurrent_meds
40162738,antidepressants,concurrent_meds
40162739,antidepressants,concurrent_meds
40162697,antidepressants,concurrent_meds
40162699,antidepressants,concurrent_meds
40162716,antidepressants,concurrent_meds
40162719,antidepressants,concurrent_meds
19061166,antidepressants,concurrent_meds
19061165,antidepressants,concurrent_meds
1366614,antidepressants,concurrent_meds
1366610,antidepressants,concurrent_meds
1366620,antidepressants,concurrent_meds
40032298,antidepressants,concurrent_meds
40032303,antidepressants,concurrent_meds
40032300,antidepressants,concurrent_meds
1366618,antidepressants,concurrent_meds
40032304,antidepressants,concurrent_meds
1366624,antidepressants,concurrent_meds
1366736,antidepressants,concurrent_meds
1366737,antidepressants,concurrent_meds
1366734,antidepressants,concurrent_meds
1366735,antidepressants,concurrent_meds
40163456,antidepressants,concurrent_meds
40163457,antidepressants,concurrent_meds
40163459,antidepressants,concurrent_meds
40163469,antidepressants,concurrent_meds
40163470,antidepressants,concurrent_meds
40163472,antidepressants,concurrent_meds
19061798,antidepressants,concurrent_meds
19061851,antidepressants,concurrent_meds
19061977,antidepressants,concurrent_meds
19062726,antidepressants,concurrent_meds
19063109,antidepressants,concurrent_meds
19062898,antidepressants,concurrent_meds
19063410,antidepressants,concurrent_meds
19063509,antidepressants,concurrent_meds
40167145,antidepressants,concurrent_meds
40167146,antidepressants,concurrent_meds
40167147,antidepressants,concurrent_meds
40167342,antidepressants,concurrent_meds
40167343,antidepressants,concurrent_meds
40167344,antidepressants,concurrent_meds
40167345,antidepressants,concurrent_meds
40166638,antidepressants,concurrent_meds
40166645,antidepressants,concurrent_meds
19064370,antidepressants,concurrent_meds
19064369,antidepressants,concurrent_meds
40166852,antidepressants,concurrent_meds
40166853,antidepressants,concurrent_meds
40166854,antidepressants,concurrent_meds
40166855,antidepressants,concurrent_meds
40166856,antidepressants,concurrent_meds
19065086,antidepressants,concurrent_meds
715292,antidepressants,concurrent_meds
715964,antidepressants,concurrent_meds
715969,antidepressants,concurrent_meds
40037773,antidepressants,concurrent_meds
717032,antidepressants,concurrent_meds
717033,antidepressants,concurrent_meds
717063,antidepressants,concurrent_meds
40169581,antidepressants,concurrent_meds
40169582,antidepressants,concurrent_meds
40169583,antidepressants,concurrent_meds
40169588,antidepressants,concurrent_meds
40169589,antidepressants,concurrent_meds
40169590,antidepressants,concurrent_meds
40169591,antidepressants,concurrent_meds
40169584,antidepressants,concurrent_meds
40169585,antidepressants,concurrent_meds
40169586,antidepressants,concurrent_meds
40169587,antidepressants,concurrent_meds
40169596,antidepressants,concurrent_meds
40169597,antidepressants,concurrent_meds
40169592,antidepressants,concurrent_meds
40169593,antidepressants,concurrent_meds
40169594,antidepressants,concurrent_meds
40169595,antidepressants,concurrent_meds
40171493,antidepressants,concurrent_meds
40171494,antidepressants,concurrent_meds
40171495,antidepressants,concurrent_meds
40171496,antidepressants,concurrent_meds
40171840,antidepressants,concurrent_meds
40171836,antidepressants,concurrent_meds
40171837,antidepressants,concurrent_meds
40171838,antidepressants,concurrent_meds
40171839,antidepressants,concurrent_meds
40171834,antidepressants,concurrent_meds
40171835,antidepressants,concurrent_meds
40173383,antidepressants,concurrent_meds
40173388,antidepressants,concurrent_meds
40173389,antidepressants,concurrent_meds
40173390,antidepressants,concurrent_meds
40173391,antidepressants,concurrent_meds
40173384,antidepressants,concurrent_meds
40173385,antidepressants,concurrent_meds
40173386,antidepressants,concurrent_meds
40173387,antidepressants,concurrent_meds
40173459,antidepressants,concurrent_meds
40173465,antidepressants,concurrent_meds
40173466,antidepressants,concurrent_meds
40173467,antidepressants,concurrent_meds
40041666,antidepressants,concurrent_meds
40041667,antidepressants,concurrent_meds
19071334,antidepressants,concurrent_meds
40042617,antidepressants,concurrent_meds
40042616,antidepressants,concurrent_meds
40042623,antidepressants,concurrent_meds
40042622,antidepressants,concurrent_meds
40042674,antidepressants,concurrent_meds
40042626,antidepressants,concurrent_meds
40042625,antidepressants,concurrent_meds
721728,antidepressants,concurrent_meds
721798,antidepressants,concurrent_meds
721797,antidepressants,concurrent_meds
721796,antidepressants,concurrent_meds
722066,antidepressants,concurrent_meds
722068,antidepressants,concurrent_meds
722121,antidepressants,concurrent_meds
722153,antidepressants,concurrent_meds
19072021,antidepressants,concurrent_meds
19072123,antidepressants,concurrent_meds
40174701,antidepressants,concurrent_meds
40174703,antidepressants,concurrent_meds
40174702,antidepressants,concurrent_meds
40174708,antidepressants,concurrent_meds
40174705,antidepressants,concurrent_meds
40174704,antidepressants,concurrent_meds
40174707,antidepressants,concurrent_meds
40174706,antidepressants,concurrent_meds
40174724,antidepressants,concurrent_meds
40174723,antidepressants,concurrent_meds
40174733,antidepressants,concurrent_meds
40174732,antidepressants,concurrent_meds
40174729,antidepressants,concurrent_meds
40174728,antidepressants,concurrent_meds
40174737,antidepressants,concurrent_meds
40174736,antidepressants,concurrent_meds
19075393,antidepressants,concurrent_meds
725174,antidepressants,concurrent_meds
725173,antidepressants,concurrent_meds
725172,antidepressants,concurrent_meds
725206,antidepressants,concurrent_meds
19076105,antidepressants,concurrent_meds
19076104,antidepressants,concurrent_meds
42800989,antidepressants,concurrent_meds
42800990,antidepressants,concurrent_meds
42800985,antidepressants,concurrent_meds
42800986,antidepressants,concurrent_meds
42800981,antidepressants,concurrent_meds
42800982,antidepressants,concurrent_meds
42800997,antidepressants,concurrent_meds
42800996,antidepressants,concurrent_meds
42800998,antidepressants,concurrent_meds
42800993,antidepressants,concurrent_meds
42800995,antidepressants,concurrent_meds
42800994,antidepressants,concurrent_meds
19077464,antidepressants,concurrent_meds
40049477,antidepressants,concurrent_meds
40049476,antidepressants,concurrent_meds
40049487,antidepressants,concurrent_meds
40049486,antidepressants,concurrent_meds
40049035,antidepressants,concurrent_meds
40049034,antidepressants,concurrent_meds
40049033,antidepressants,concurrent_meds
40049036,antidepressants,concurrent_meds
40049041,antidepressants,concurrent_meds
40049911,antidepressants,concurrent_meds
40049910,antidepressants,concurrent_meds
44506613,antidepressants,concurrent_meds
44506612,antidepressants,concurrent_meds
44506611,antidepressants,concurrent_meds
44506623,antidepressants,concurrent_meds
44506622,antidepressants,concurrent_meds
44506621,antidepressants,concurrent_meds
44506620,antidepressants,concurrent_meds
44506616,antidepressants,concurrent_meds
44506420,antidepressants,concurrent_meds
44506419,antidepressants,concurrent_meds
44506418,antidepressants,concurrent_meds
44506417,antidepressants,concurrent_meds
44506431,antidepressants,concurrent_meds
44506430,antidepressants,concurrent_meds
44506426,antidepressants,concurrent_meds
44506425,antidepressants,concurrent_meds
44506433,antidepressants,concurrent_meds
44506432,antidepressants,concurrent_meds
44507700,antidepressants,concurrent_meds
19080227,antidepressants,concurrent_meds
19080254,antidepressants,concurrent_meds
19080253,antidepressants,concurrent_meds
